x,y
6.163510665153196122e+00,4.218899081030854425e+00
5.102073791175551598e+00,5.390377472832597938e+00
5.977222678353379948e+00,6.478077461557513850e+00
5.286800549869818511e+00,4.182202495128363395e+00
5.261916966431327225e+00,4.182605914408418002e+00
6.146501709846406314e+00,5.042514821261145919e+00
3.484434088182337685e+00,5.944819618068185818e+00
5.956548849483019659e+00,4.514866706903385207e+00
5.794705093780255112e+00,4.838226723975255439e+00
4.066391451431479176e+00,4.417864433571288885e+00
4.557760019707375321e+00,7.238117653388146167e+00
5.336839793143285604e+00,4.275458646920729855e+00
4.919661704562980020e+00,5.414795085424044530e+00
5.434786199731757250e+00,6.575418339034592385e+00
4.754092171869844563e+00,4.447610583591702138e+00
5.829060471417961686e+00,3.440009488640119351e+00
5.925967731818079898e+00,5.868590131699708223e+00
5.560158510070637661e+00,4.663629441568261313e+00
5.608419281926757094e+00,5.579973991521327115e+00
2.546177939086645470e+00,6.922953287993033555e+00
5.945947429369409676e+00,5.098213447699662559e+00
5.332818310227217751e+00,6.513889015508815383e+00
4.314657312128438171e+00,5.326050597084502236e+00
5.042829702043917450e+00,6.065873878538990738e+00
4.543078603284264716e+00,5.964195427823033135e+00
4.660880416464748599e+00,6.508415173980924173e+00
4.127370145487254227e+00,6.521339742102387760e+00
5.218085346202745001e+00,4.928628340230577720e+00
3.546664749616436296e+00,5.636399579396327297e+00
4.484050142655120474e+00,5.122611045017518627e+00
5.614332184414811522e+00,5.664119678192486518e+00
4.857721626533307635e+00,5.188714921622841203e+00
6.550796746594492959e+00,4.195456819432727968e+00
5.522621663043562279e+00,6.640633060261897924e+00
5.376118934033203622e+00,4.843031393630734982e+00
5.572754034498879960e+00,6.004699245264594865e+00
5.222039114799432724e+00,5.056982410970906727e+00
4.566850741291762716e+00,5.619758381864595975e+00
5.483667847753221025e+00,4.710422145145086503e+00
3.556949980606367578e+00,5.416534719982571744e+00
4.534784476786279939e+00,4.765094708274546953e+00
3.203465808252243807e+00,5.273347286963980807e+00
5.672646455999582393e+00,4.704565419064938858e+00
3.611341289911595531e+00,6.322908449015416821e+00
6.421395429005701594e+00,5.459761640434889429e+00
5.154613844483416862e+00,2.646580198896501201e+00
4.367909196045269837e+00,5.130036579602118785e+00
6.238591786463222100e+00,4.469764660836131220e+00
4.506823073044999184e+00,4.929098296218272779e+00
6.545004797966026189e+00,4.327452530314118029e+00
4.387321330427541355e+00,5.513502805793075723e+00
2.865723066691461263e+00,6.064192166982385501e+00
5.975189517192799116e+00,3.332902412925956348e+00
5.161148372882539803e+00,5.082191076440151889e+00
5.384944252669543019e+00,4.967111143844753940e+00
6.805747237223302548e+00,4.638017366849957135e+00
5.629792923232855628e+00,5.487502908355271991e+00
4.931567753092979345e+00,5.525185466060804629e+00
4.730421341082402087e+00,5.717287218934913540e+00
5.107962027430477114e+00,6.221190502701954728e+00
5.184309553451350361e+00,5.524694204137162501e+00
5.797771998603709065e+00,5.642345216845764178e+00
6.486243132962973057e+00,5.314697299947843234e+00
4.319390254362899029e+00,4.249834643519053046e+00
4.548532493612873928e+00,4.770415848912245238e+00
3.945669341397061380e+00,5.401706679300547265e+00
4.441635822438991354e+00,3.668823446615477657e+00
4.179769099447456782e+00,3.396351573923586553e+00
6.751907410336684734e+00,4.008507245807613195e+00
4.532205881203019260e+00,5.893251680581944818e+00
5.813570226732405644e+00,4.138718417125614835e+00
4.423937545774287550e+00,4.417697765033169688e+00
4.136700023951100036e+00,6.740662266624571686e+00
5.204803507359994974e+00,4.822082331634535812e+00
3.798667760393340309e+00,4.159597371182369052e+00
4.873069768504881161e+00,4.444945983497319730e+00
5.726878227064839955e+00,3.992021480049205095e+00
3.763579230340802440e+00,6.877263630926207405e+00
5.780946905937913272e+00,4.791635875418244872e+00
-3.600644563413998078e+00,5.924633682912769039e+00
-4.940369630079826102e+00,4.353063222294426104e+00
-4.301776686386410198e+00,5.393485385421749712e+00
-4.104806779972268060e+00,5.635171801681969406e+00
-3.950447284680664861e+00,4.464764788439431697e+00
-3.682605934365674294e+00,5.197599604692399566e+00
-2.924739127374734515e+00,4.310812181910431917e+00
-3.264036196834750658e+00,5.197910783462647899e+00
-5.651418003614448793e+00,4.516114165945678494e+00
-5.320347308194319780e+00,5.424165946401916294e+00
-4.477164511964500271e+00,4.426299996061421105e+00
-5.024354592260983132e+00,7.142270358611863657e+00
-3.272456829899288877e+00,5.436323669674032466e+00
-4.961996521831800067e+00,5.120031326718261333e+00
-4.386482027269583028e+00,3.977207434801594665e+00
-5.257376537423344764e+00,3.331415926122410553e+00
-4.600776877394721076e+00,5.647195939702741363e+00
-5.483186462299373787e+00,6.573986763290032620e+00
-6.225765663002341022e+00,3.535625119790180015e+00
-4.775548181440028017e+00,6.047098302612154086e+00
-3.316072308542131530e+00,4.541115737131059760e+00
-3.921319166568704162e+00,4.961491530499293034e+00
-5.172627299940820045e+00,5.883659937486672042e+00
-4.347677121586579929e+00,3.423607843015750607e+00
-3.523459650274104238e+00,6.380091354147451099e+00
-5.625562701509529084e+00,5.395803533437408817e+00
-4.505969813717261019e+00,5.260673765823907111e+00
-5.550305153845419781e+00,4.328376632061948115e+00
-5.025554070991445244e+00,6.172729019259364236e+00
-4.456399845405567994e+00,4.629385667913894054e+00
-4.228301289351655612e+00,2.151457379369924539e+00
-3.851234299627896540e+00,3.260286221221900149e+00
-5.362440941403131767e+00,3.880330105373856142e+00
-6.294681475720905972e+00,6.160826787378519853e+00
-5.467701201311891523e+00,5.346503881730715335e+00
-5.046920578879183772e+00,5.477040827223121688e+00
-4.923178108939744391e+00,3.717007775811430381e+00
-4.003733180552860205e+00,4.506243416838687565e+00
-6.556581898659750607e+00,4.571884839034087378e+00
-3.499240209365689136e+00,5.850221742113492773e+00
-5.348652134407859471e+00,4.650742295681570937e+00
-5.321635051217382895e+00,7.076747983560840893e+00
-4.618064547768446992e+00,5.430041647191069742e+00
-3.969716545968157817e+00,5.238789159026513431e+00
-5.259042145820703062e+00,4.803650150915022010e+00
-5.071601259414063811e+00,4.962777763490158200e+00
-4.272370456363019819e+00,5.051945885807299419e+00
-4.267359922784420334e+00,4.919283419891417708e+00
-4.921364809683909769e+00,3.001799315467892360e+00
-4.083672325297518668e+00,5.346488475897992920e+00
-4.001989890140348116e+00,2.103744621806310722e+00
-2.911625295219272491e+00,4.860410371844825939e+00
-3.891817183262483493e+00,3.960094072874468907e+00
-4.387226094937430432e+00,3.946584436826343634e+00
-5.623768960695804786e+00,6.914031353866786134e+00
-5.190682400763346749e+00,5.217432873179722819e+00
-4.129932269311245463e+00,5.495681887972605040e+00
-4.849581094856423746e+00,5.364961002466225537e+00
-2.596584414761724968e+00,4.942381202966414477e+00
-4.798900953285032855e+00,6.050654396007612235e+00
-3.894474067042016152e+00,6.187030305560380583e+00
-4.361269777970814943e+00,3.856995087269516453e+00
-3.366568467698904055e+00,3.853654606981312014e+00
-4.697364534760966492e+00,4.245724149980642181e+00
-5.064138346592992335e+00,5.328762410303480301e+00
-4.678642784549726485e+00,5.421920754235284967e+00
-3.386288730941353187e+00,5.453534301513979443e+00
-5.244156635290648794e+00,5.964087168288357610e+00
-3.810529511075359643e+00,3.772392184863007536e+00
-4.402599930150142171e+00,5.701172742310898656e+00
-5.297563503359992154e+00,6.375706813311619925e+00
-5.150055587032526638e+00,5.125576453471542671e+00
-5.173071824283869802e+00,5.015579047581467442e+00
-6.096275086895201589e+00,3.559949117405705632e+00
-3.405494936775027792e+00,4.153038651681672633e+00
-5.991392349456306832e+00,2.846609886396285205e+00
-5.638961747689502424e+00,3.676910206592501673e+00
-3.357984839863631166e+00,6.009817089342634588e+00
-5.688150345177723999e+00,7.252435805344308761e+00
-4.018234513008406061e+00,4.675168616491377271e+00
-7.499405714873573103e+00,7.290942572590742188e+00
-6.389572466763596026e+00,3.354601253043107967e+00
-3.977429567990359516e+00,7.439752406339272817e+00
-3.615727181489481801e+00,5.563909120052359825e+00
-4.405245658334713710e+00,5.853415558780307393e+00
-4.241071410213234749e+00,5.281191423969375798e+00
-4.895798896048123794e+00,4.937406872100477351e+00
-5.753964588866676166e+00,4.719324923133226157e+00
-6.692956814195385462e+00,4.901660373205250387e+00
-5.988591107150917026e+00,3.896410682784229085e+00
-4.820105848846521823e+00,6.392002286344599327e+00
-4.081683393997686871e+00,3.429499396376822773e+00
-5.989628136570337880e+00,5.940771187988215907e+00
-5.982487393538309384e+00,4.775366850002975561e+00
-4.449947900975447901e+00,4.031655545136365149e+00
-4.894624493854039748e+00,3.665974505081795343e+00
-5.601367643951213893e+00,5.319781934142536528e+00
-6.592993733531669065e+00,5.440474737960398599e+00
-5.019637798926681604e+00,5.552489954417147544e+00
-4.776085865935338681e+00,6.364140429973843993e+00
